user,artist,qty
323,fall out boy,1
323,pearl jam,1
323,wilco,1
323,the prodigy,1
323,m.i.a.,1
323,44,1
323,green day,1
323,snow patrol,1
324,tool,1
324,a perfect circle,1
324,system of a down,1
324,metallica,1
324,explosions in the sky,1
324,sigur rós,1
324,muse,1
324,god is an astronaut,1
324,pearl jam,1
324,rage against the machine,1
324,incubus,1
324,radiohead,1
325,bloc party,1
325,led zeppelin,1
325,ray charles,1
325,aretha franklin,1
325,elbow,1
325,toto,1
325,james brown,1
325,basement jaxx,1
325,the kooks,1
327,slipknot,1
327,avenged sevenfold,1
327,system of a down,1
327,atreyu,1
327,linkin park,1
327,koЯn,1
327,limp bizkit,1
327,disturbed,1
327,metallica,1
327,slayer,1
327,children of bodom,1
327,apocalyptica,1
327,pantera,1
327,escape the fate,1
327,chevelle,1
327,queens of the stone age,1
327,papa roach,1
327,billy talent,1
327,mindless self indulgence,1
327,my chemical romance,1
327,placebo,1
327,foo fighters,1
327,36 crazyfists,1
327,killswitch engage,1
327,dimmu borgir,1
327,breaking benjamin,1
327,from first to last,1
327,marilyn manson,1
327,nine inch nails,1
327,black sabbath,1
329,the smiths,1
329,the flaming lips,1
329,david bowie,1
329,ramones,1
329,the beatles,1
329,the beach boys,1
329,nirvana,1
329,talking heads,1
329,leonard cohen,1
329,radiohead,1
329,beirut,1
329,grizzly bear,1
329,beck,1
329,new order,1
329,miles davis,1
329,guided by voices,1
329,serge gainsbourg,1
329,tegan and sara,1
329,lily allen,1
329,siouxsie and the banshees,1
329,captain beefheart & his magic band,1
329,tom waits,1
329,prefuse 73,1
329,fleet foxes,1
330,atb,1
330,britney spears,1
330,beyoncé,1
330,the pussycat dolls,1
330,lady gaga,1
330,justin timberlake,1
330,rihanna,1
330,katy perry,1
330,mariah carey,1
330,timbaland,1
330,amy winehouse,1
330,madonna,1
330,kelly clarkson,1
331,ramones,1
331,cocorosie,1
332,my bloody valentine,1
332,animal collective,1
332,the cure,1
332,the jesus and mary chain,1
332,múm,1
332,the velvet underground,1
332,sonic youth,1
332,low,1
332,guided by voices,1
332,blonde redhead,1
332,slowdive,1
333,christina aguilera,1
333,pink,1
333,the pussycat dolls,1
334,tool,1
334,melvins,1
334,nine inch nails,1
334,king crimson,1
334,radiohead,1
334,gojira,1
334,mastodon,1
334,queens of the stone age,1
334,a perfect circle,1
334,buckethead,1
334,tom waits,1
334,primus,1
334,david bowie,1
334,björk,1
334,rage against the machine,1
334,deftones,1
334,portishead,1
334,the cure,1
334,frank zappa,1
334,aphex twin,1
334,incubus,1
334,isis,1
334,the jimi hendrix experience,1
334,mf doom,1
334,broken social scene,1
335,yo la tengo,1
335,slowdive,1
335,my bloody valentine,1
335,blonde redhead,1
335,air,1
335,the smiths,1
335,m83,1
335,the radio dept.,1
335,interpol,1
335,stereolab,1
335,the cardigans,1
335,the jesus and mary chain,1
335,coldplay,1
335,primal scream,1
335,radiohead,1
335,new order,1
335,sonic youth,1
336,rise against,1
336,millencolin,1
336,anti-flag,1
336,bad religion,1
336,pennywise,1
336,dropkick murphys,1
336,sum 41,1
336,blink-182,1
336,nofx,1
336,rancid,1
336,less than jake,1
336,goldfinger,1
336,papa roach,1
336,flogging molly,1
336,iron maiden,1
336,the offspring,1
336,afi,1
336,rage against the machine,1
336,billy talent,1
336,the distillers,1
336,bloodhound gang,1
336,system of a down,1
336,relient k,1
336,anberlin,1
336,disturbed,1
336,good charlotte,1
336,paramore,1
336,simple plan,1
336,44,1
336,shiny toy guns,1
336,ramones,1
336,skillet,1
336,lagwagon,1
336,the all-american rejects,1
336,something corporate,1
337,michael jackson,1
337,moby,1
337,cascada,1
337,atb,1
337,madonna,1
337,tiësto,1
337,kaiser chiefs,1
337,live,1
337,scooter,1
337,ferry corsten,1
337,coldplay,1
337,timbaland,1
337,kosheen,1
337,pink,1
337,basshunter,1
337,mary j. blige,1
337,the police,1
337,keane,1
337,blank & jones,1
337,the pussycat dolls,1
337,amy winehouse,1
337,christina aguilera,1
337,armin van buuren,1
337,eminem,1
337,james morrison,1
337,mika,1
337,fatboy slim,1
337,nickelback,1
337,evanescence,1
337,avril lavigne,1
337,chris brown,1
338,tom waits,1
338,captain beefheart & his magic band,1
338,nick drake,1
338,neil young,1
338,devo,1
338,frank zappa,1
338,weezer,1
338,slayer,1
338,black sabbath,1
338,the beatles,1
338,bruce springsteen,1
338,the velvet underground,1
338,elvis costello,1
338,dead kennedys,1
338,pixies,1
338,bad brains,1
338,the rolling stones,1
338,adam green,1
338,black flag,1
338,the kinks,1
338,neutral milk hotel,1
338,king crimson,1
339,paul oakenfold,1
339,the cure,1
339,keane,1
339,mgmt,1
339,john williams,1
339,tv on the radio,1
339,imogen heap,1
339,michael bublé,1
339,kraftwerk,1
339,britney spears,1
339,coldplay,1
339,koop,1
339,thievery corporation,1
339,death cab for cutie,1
339,pinback,1
339,frank sinatra,1
339,aphex twin,1
339,joshua radin,1
340,a tribe called quest,1
340,gang starr,1
340,johann sebastian bach,1
340,bruce springsteen,1
340,nas,1
340,notorious b.i.g.,1
340,dr. dre,1
340,jethro tull,1
340,stevie wonder,1
340,wu-tang clan,1
340,the roots,1
340,j dilla,1
340,kanye west,1
340,madlib,1
340,tom waits,1
340,jay-z,1
340,ludwig van beethoven,1
340,bob dylan,1
340,madvillain,1
340,mf doom,1
340,snoop dogg,1
340,common,1
342,65daysofstatic,1
342,pink floyd,1
342,opeth,1
342,röyksopp,1
342,god is an astronaut,1
342,the beatles,1
342,dream theater,1
342,tool,1
342,king crimson,1
342,modest mouse,1
342,rush,1
342,alkaline trio,1
342,moby,1
342,the shins,1
342,ratatat,1
342,shpongle,1
342,death cab for cutie,1
342,rise against,1
342,pendulum,1
342,kings of leon,1
342,mogwai,1
342,explosions in the sky,1
342,tiësto,1
342,bob marley,1
342,daft punk,1
342,minus the bear,1
342,mudvayne,1
342,radiohead,1
342,aphex twin,1
342,muse,1
342,unkle,1
342,coldplay,1
342,enigma,1
342,sigur rós,1
342,architecture in helsinki,1
342,massive attack,1
342,arctic monkeys,1
342,elbow,1
342,coheed and cambria,1
342,blackfield,1
344,kings of leon,1
344,limp bizkit,1
344,paramore,1
344,new found glory,1
344,a day to remember,1
344,blink-182,1
344,the strokes,1
344,bat for lashes,1
344,sum 41,1
344,the kooks,1
344,story of the year,1
344,placebo,1
344,death cab for cutie,1
344,sublime,1
344,portishead,1
344,the kills,1
344,less than jake,1
344,44,1
344,the all-american rejects,1
344,escape the fate,1
344,bon jovi,1
344,silverstein,1
344,green day,1
344,good charlotte,1
344,björk,1
344,papa roach,1
344,avenged sevenfold,1
344,yellowcard,1
344,system of a down,1
344,slipknot,1
344,koЯn,1
344,relient k,1
344,john mayer,1
344,dashboard confessional,1
344,reel big fish,1
345,alesana,1
345,enter shikari,1
345,panic! at the disco,1
345,eminem,1
345,my chemical romance,1
345,akon,1
345,chiodos,1
345,avril lavigne,1
345,good charlotte,1
345,escape the fate,1
345,the sounds,1
345,blink-182,1
345,taking back sunday,1
345,rise against,1
345,new found glory,1
345,sum 41,1
345,caliban,1
346,rise against,1
346,as i lay dying,1
346,system of a down,1
346,three days grace,1
346,black sabbath,1
346,rammstein,1
346,story of the year,1
346,metallica,1
346,coheed and cambria,1
346,beastie boys,1
346,barenaked ladies,1
346,atreyu,1
346,ozzy osbourne,1
346,nickelback,1
346,cake,1
346,my chemical romance,1
346,maroon 5,1
346,emery,1
346,kanye west,1
348,burial,1
348,high contrast,1
348,atb,1
348,the prodigy,1
348,pendulum,1
348,orbital,1
348,faithless,1
348,bloc party,1
348,tiësto,1
349,coldplay,1
349,the strokes,1
349,the beatles,1
349,arctic monkeys,1
349,the killers,1
349,the kooks,1
349,damien rice,1
349,jason mraz,1
349,death cab for cutie,1
349,the last shadow puppets,1
349,stars,1
349,bloc party,1
349,klaxons,1
349,the kills,1
349,mgmt,1
349,gym class heroes,1
349,rilo kiley,1
349,vampire weekend,1
349,r.e.m.,1
349,kings of leon,1
349,muse,1
349,panic at the disco,1
349,katy perry,1
349,camera obscura,1
349,fall out boy,1
349,the shins,1
349,paramore,1
349,tokyo police club,1
349,the cribs,1
349,onerepublic,1
349,hot hot heat,1
349,santogold,1
349,cat power,1
349,metro station,1
349,jack johnson,1
349,spoon,1
349,the postal service,1
350,enya,1
350,caetano veloso,1
350,thomas newman,1
350,emilie simon,1
350,t.a.t.u.,1
350,coldplay,1
350,aerosmith,1
350,chico buarque,1
350,roxette,1
350,Édith piaf,1
350,loreena mckennitt,1
350,rihanna,1
351,placebo,1
351,ensiferum,1
351,ladytron,1
351,enya,1
351,crystal castles,1
351,the cure,1
351,agalloch,1
351,the birthday massacre,1
351,in flames,1
351,philip glass,1
351,therion,1
351,daft punk,1
351,gamma ray,1
351,mono,1
351,dragonforce,1
353,ac/dc,1
353,johnny cash,1
353,motörhead,1
353,nine inch nails,1
353,antony and the johnsons,1
353,pearl jam,1
353,eels,1
353,elvis presley,1
353,the black keys,1
353,the beatles,1
353,calexico,1
353,led zeppelin,1
353,ramones,1
353,bonnie prince billy,1
353,tom waits,1
353,sigur rós,1
353,wilco,1
353,lou reed,1
353,beck,1
353,iron & wine,1
353,the rolling stones,1
353,david bowie,1
353,black sabbath,1
353,belle and sebastian,1
353,the white stripes,1
353,radiohead,1
353,tv on the radio,1
353,depeche mode,1
353,portishead,1
353,queens of the stone age,1
353,the cure,1
353,metallica,1
353,yo la tengo,1
353,the prodigy,1
353,kiss,1
354,pavement,1
354,sonic youth,1
354,nick cave and the bad seeds,1
354,the kinks,1
354,grateful dead,1
354,the flaming lips,1
354,björk,1
354,wilco,1
354,the rolling stones,1
354,electric light orchestra,1
354,pink floyd,1
354,nirvana,1
354,david bowie,1
354,joanna newsom,1
354,the who,1
354,the byrds,1
354,the doors,1
355,plaid,1
355,pulp,1
355,pj harvey,1
355,ladytron,1
355,autechre,1
355,kings of convenience,1
355,cat power,1
355,depeche mode,1
355,the smiths,1
355,the knife,1
355,joanna newsom,1
355,beirut,1
355,Édith piaf,1
355,apparat,1
355,portishead,1
355,peter bjorn and john,1
355,franz ferdinand,1
355,josé gonzález,1
355,koop,1
355,the whitest boy alive,1
355,hercules and love affair,1
355,architecture in helsinki,1
355,cut copy,1
355,feist,1
355,aphex twin,1
355,the herbaliser,1
355,massive attack,1
355,lamb,1
356,asian dub foundation,1
356,coldplay,1
356,bob marley & the wailers,1
356,elvis presley,1
356,peter gabriel,1
356,beirut,1
356,bonobo,1
356,rage against the machine,1
356,archive,1
356,morphine,1
357,skid row,1
357,volbeat,1
357,the doors,1
357,motörhead,1
357,alice cooper,1
357,marilyn manson,1
357,van halen,1
357,led zeppelin,1
357,ac/dc,1
357,bon jovi,1
357,scorpions,1
357,david bowie,1
357,metallica,1
357,def leppard,1
357,him,1
357,pantera,1
357,aerosmith,1
357,dope,1
357,manowar,1
357,the 69 eyes,1
357,pink floyd,1
357,edguy,1
357,the rolling stones,1
358,boards of canada,1
358,isis,1
358,joanna newsom,1
358,aesop rock,1
358,nick drake,1
358,daft punk,1
358,iron & wine,1
358,jethro tull,1
358,portishead,1
358,the mars volta,1
358,frank zappa,1
358,slowdive,1
358,opeth,1
358,clint mansell,1
358,sage francis,1
358,radiohead,1
358,depeche mode,1
358,my bloody valentine,1
358,king crimson,1
358,jeff buckley,1
358,thomas newman,1
358,bloodbath,1
358,fleet foxes,1
358,bon iver,1
358,burial,1
358,mastodon,1
359,muse,1
359,the beatles,1
359,various artists,1
359,david bowie,1
359,the killers,1
359,the rolling stones,1
359,audioslave,1
359,green day,1
359,jamie cullum,1
359,marilyn manson,1
359,gorillaz,1
359,cream,1
359,the vines,1
360,anberlin,1
360,emery,1
360,avenged sevenfold,1
360,björk,1
360,dashboard confessional,1
360,city and colour,1
360,alexisonfire,1
360,from autumn to ashes,1
360,los hermanos,1
360,madonna,1
360,depeche mode,1
360,chiodos,1
360,caliban,1
360,placebo,1
360,cobra starship,1
360,t.a.t.u.,1
360,linkin park,1
360,britney spears,1
360,cansei de ser sexy,1
360,nouvelle vague,1
360,as i lay dying,1
360,bloc party,1
360,ill niño,1
360,the birthday massacre,1
360,the cure,1
360,paramore,1
360,saosin,1
360,all that remains,1
360,roxette,1
360,bullet for my valentine,1
360,dir en grey,1
361,danny elfman,1
361,thomas newman,1
361,hans zimmer,1
361,john williams,1
361,howard shore,1
362,the beatles,1
362,miles davis,1
362,pink floyd,1
362,eric clapton,1
362,diana krall,1
362,joni mitchell,1
362,groove armada,1
362,the rolling stones,1
362,jamiroquai,1
362,depeche mode,1
362,norah jones,1
362,massive attack,1
362,st. germain,1
362,pink martini,1
362,george michael,1
362,bob dylan,1
362,air,1
362,david bowie,1
362,ella fitzgerald,1
362,eagles,1
362,robbie williams,1
362,thievery corporation,1
362,jack johnson,1
362,michael jackson,1
363,refused,1
363,beastie boys,1
363,dead kennedys,1
363,ministry,1
363,descendents,1
363,justice,1
363,pennywise,1
363,at the drive-in,1
363,the kinks,1
363,bruce springsteen,1
363,...and you will know us by the trail of dead,1
363,the cure,1
364,shpongle,1
365,bob dylan,1
365,kt tunstall,1
365,simon & garfunkel,1
365,the doors,1
365,radiohead,1
365,frank sinatra,1
365,chet baker,1
365,aerosmith,1
365,the jimi hendrix experience,1
365,neil young,1
365,nirvana,1
365,hey,1
365,muse,1
365,foo fighters,1
365,the hives,1
365,kult,1
365,pendulum,1
365,the velvet underground,1
365,morphine,1
365,dire straits,1
365,bob marley,1
365,eagles of death metal,1
365,infected mushroom,1
365,joe satriani,1
365,cream,1
365,paul simon,1
365,the kills,1
365,the prodigy,1
365,interpol,1
365,led zeppelin,1
366,within temptation,1
366,scooter,1
366,nightwish,1
366,hammerfall,1
366,dragonforce,1
366,bon jovi,1
366,sirenia,1
366,the sisters of mercy,1
366,in flames,1
366,duffy,1
366,sonata arctica,1
366,cat power,1
366,lady gaga,1
366,groove coverage,1
366,lacuna coil,1
366,judas priest,1
366,madonna,1
366,metallica,1
366,enya,1
366,iron maiden,1
366,roxette,1
366,soundtrack,1
366,atb,1
366,abba,1
366,manowar,1
367,saosin,1
367,underoath,1
367,killswitch engage,1
367,angels & airwaves,1
367,thrice,1
367,good charlotte,1
367,simple plan,1
367,from autumn to ashes,1
367,sugarcult,1
367,stone sour,1
367,imogen heap,1
367,chimaira,1
367,danny elfman,1
367,jet,1
367,lostprophets,1
367,panic at the disco,1
367,3 doors down,1
367,disturbed,1
367,yellowcard,1
367,stereophonics,1
367,sum 41,1
367,lamb of god,1
367,koЯn,1
367,rob zombie,1
367,refused,1
368,johnny cash,1
368,pearl jam,1
368,avril lavigne,1
368,dido,1
368,jack johnson,1
368,slipknot,1
368,bob dylan,1
368,dire straits,1
368,creed,1
368,him,1
368,nirvana,1
368,third eye blind,1
368,bryan adams,1
368,ozzy osbourne,1
368,hoobastank,1
368,james blunt,1
368,incubus,1
369,sentenced,1
369,iron maiden,1
369,metallica,1
369,blind guardian,1
369,nirvana,1
369,apocalyptica,1
369,in flames,1
369,deep purple,1
369,led zeppelin,1
369,anathema,1
369,dark tranquillity,1
369,iced earth,1
369,children of bodom,1
369,amy winehouse,1
369,pink floyd,1
369,tool,1
370,calexico,1
370,the national,1
370,cat power,1
370,beck,1
370,kings of convenience,1
370,the presets,1
370,tegan and sara,1
370,tom waits,1
370,tricky,1
370,u2,1
370,josé gonzález,1
370,sia,1
370,shiny toy guns,1
370,goldfrapp,1
370,massive attack,1
370,st. germain,1
370,r.e.m.,1
370,pj harvey,1
370,the beatles,1
370,air,1
370,gnarls barkley,1
370,portishead,1
370,röyksopp,1
370,carla bruni,1
370,jem,1
370,iron & wine,1
370,gorillaz,1
370,system of a down,1
370,nick drake,1
370,devo,1
370,talking heads,1
370,stars,1
370,beastie boys,1
370,david gray,1
370,the cure,1
370,elvis costello,1
371,minor threat,1
371,black flag,1
371,wolfgang amadeus mozart,1
371,johnny cash,1
371,carla bruni,1
371,bob marley & the wailers,1
371,ludwig van beethoven,1
371,motörhead,1
371,bad brains,1
371,louis armstrong,1
372,travis,1
372,of montreal,1
372,snow patrol,1
372,muse,1
372,belle and sebastian,1
372,taylor swift,1
372,hellogoodbye,1
372,kasabian,1
373,garbage,1
373,nick cave and the bad seeds,1
373,pink floyd,1
373,after forever,1
373,linkin park,1
373,apocalyptica,1
373,snow patrol,1
373,bullet for my valentine,1
373,good charlotte,1
373,nightwish,1
373,system of a down,1
373,the dandy warhols,1
373,led zeppelin,1
373,stone sour,1
373,metric,1
373,ayreon,1
373,the doors,1
373,the fray,1
373,danny elfman,1
373,massive attack,1
374,above & beyond,1
374,paul van dyk,1
375,as i lay dying,1
375,underoath,1
375,comeback kid,1
375,good charlotte,1
376,dark tranquillity,1
376,slayer,1
376,all that remains,1
376,disturbed,1
376,norther,1
376,red hot chili peppers,1
376,devildriver,1
376,killswitch engage,1
376,linkin park,1
376,fear factory,1
376,sonic syndicate,1
376,as i lay dying,1
376,children of bodom,1
376,lamb of god,1
376,lacuna coil,1
376,paramore,1
376,arch enemy,1
376,the haunted,1
376,bloc party,1
376,green day,1
376,the smashing pumpkins,1
376,30 seconds to mars,1
376,meshuggah,1
376,chimaira,1
376,amorphis,1
376,pendulum,1
376,at the gates,1
376,porcupine tree,1
376,atreyu,1
377,oomph!,1
377,kamelot,1
377,in flames,1
377,sonata arctica,1
377,mindless self indulgence,1
377,die apokalyptischen reiter,1
377,the subways,1
377,soilwork,1
377,the offspring,1
377,deathstars,1
377,blind guardian,1
377,katatonia,1
377,amon amarth,1
377,trivium,1
377,in extremo,1
377,30 seconds to mars,1
377,korpiklaani,1
377,the dresden dolls,1
377,oasis,1
377,dirty pretty things,1
377,my chemical romance,1
377,slipknot,1
377,the used,1
378,joanna newsom,1
378,dead can dance,1
378,miles davis,1
378,caetano veloso,1
378,chico buarque,1
378,yann tiersen,1
379,pantera,1
379,red hot chili peppers,1
379,sepultura,1
379,slayer,1
379,down,1
379,bob marley,1
379,misfits,1
379,korpiklaani,1
379,primus,1
379,rammstein,1
379,judas priest,1
379,alice in chains,1
379,kreator,1
379,death,1
379,sodom,1
379,santana,1
379,dr. dre,1
380,napalm death,1
380,tom waits,1
380,die Ärzte,1
380,die toten hosen,1
380,darkthrone,1
380,deftones,1
380,marilyn manson,1
380,dimmu borgir,1
380,dropkick murphys,1
380,sepultura,1
380,amon amarth,1
380,muse,1
380,morbid angel,1
380,immortal,1
380,arch enemy,1
380,subway to sally,1
380,rammstein,1
380,the prodigy,1
380,nine inch nails,1
380,nirvana,1
380,death,1
380,jimi hendrix,1
380,eluveitie,1
380,finntroll,1
380,afi,1
380,the doors,1
380,queens of the stone age,1
380,cypress hill,1
380,system of a down,1
380,soulfly,1
381,keane,1
381,ashlee simpson,1
381,pet shop boys,1
381,enigma,1
381,bon jovi,1
382,behemoth,1
382,immortal,1
382,bloodbath,1
382,darkthrone,1
383,rihanna,1
383,timbaland,1
383,cascada,1
383,scooter,1
383,benny benassi,1
383,die toten hosen,1
383,clueso,1
383,kanye west,1
383,50 cent,1
383,keane,1
383,die Ärzte,1
383,dashboard confessional,1
383,paul van dyk,1
383,justin timberlake,1
383,chris brown,1
383,david guetta,1
383,eminem,1
383,bloodhound gang,1
383,atb,1
383,nelly furtado,1
383,fall out boy,1
383,katy perry,1
384,ulver,1
384,anathema,1
384,rammstein,1
384,massive attack,1
384,iamx,1
384,placebo,1
384,depeche mode,1
384,röyksopp,1
384,testament,1
384,sting,1
387,depeche mode,1
387,mylo,1
387,u2,1
387,mgmt,1
387,pulp,1
387,air,1
388,blink-182,1
388,escape the fate,1
388,my chemical romance,1
388,all time low,1
388,fall out boy,1
388,green day,1
388,cobra starship,1
388,boys like girls,1
388,paramore,1
388,panic at the disco,1
388,queen,1
388,placebo,1
388,van halen,1
388,red hot chili peppers,1
388,simple plan,1
388,cute is what we aim for,1
388,katy perry,1
388,the all-american rejects,1
388,the used,1
388,gym class heroes,1
388,jimmy eat world,1
388,jonas brothers,1
388,avril lavigne,1
388,hilary duff,1
388,lady gaga,1
388,papa roach,1
388,the academy is...,1
388,miley cyrus,1
389,death,1
389,opeth,1
389,radiohead,1
389,joy division,1
389,pinback,1
389,the doors,1
389,morbid angel,1
389,gojira,1
389,amon amarth,1
389,carcass,1
389,the black dahlia murder,1
389,pj harvey,1
389,metallica,1
389,r.e.m.,1
389,at the gates,1
389,dark tranquillity,1
389,mastodon,1
389,led zeppelin,1
389,behemoth,1
389,bloodbath,1
389,coldplay,1
389,ulver,1
389,katatonia,1
389,nile,1
389,slayer,1
389,pink floyd,1
390,dj krush,1
390,system of a down,1
390,mr. scruff,1
390,bullet for my valentine,1
390,slipknot,1
390,koЯn,1
390,unkle,1
390,fall out boy,1
390,deftones,1
390,dj shadow,1
390,mudvayne,1
390,serj tankian,1
390,the prodigy,1
390,underworld,1
390,linkin park,1
390,shpongle,1
390,orbital,1
390,p.o.d.,1
390,portishead,1
390,36 crazyfists,1
391,paul mccartney,1
391,madonna,1
391,mike oldfield,1
391,the beatles,1
391,air,1
391,billie holiday,1
391,gorillaz,1
391,gnarls barkley,1
391,gwen stefani,1
391,abba,1
391,lenny kravitz,1
391,red hot chili peppers,1
391,dire straits,1
391,deep purple,1
391,led zeppelin,1
391,nirvana,1
392,guided by voices,1
392,beck,1
392,the decemberists,1
392,modest mouse,1
392,r.e.m.,1
392,wilco,1
392,deerhunter,1
392,snow patrol,1
392,deerhoof,1
392,stereolab,1
392,mogwai,1
392,arcade fire,1
392,the breeders,1
392,the killers,1
394,my dying bride,1
394,dead can dance,1
394,depeche mode,1
394,ayreon,1
394,tool,1
394,god is an astronaut,1
394,danny elfman,1
394,isis,1
394,joe satriani,1
394,therion,1
394,jethro tull,1
394,explosions in the sky,1
394,vangelis,1
394,pink floyd,1
394,bathory,1
394,[unknown],1
394,django reinhardt,1
394,godspeed you! black emperor,1
394,the sisters of mercy,1
395,bob dylan,1
395,led zeppelin,1
395,johnny cash,1
395,los hermanos,1
395,joni mitchell,1
395,cake,1
395,coldplay,1
395,janis joplin,1
395,red hot chili peppers,1
395,serge gainsbourg,1
395,radiohead,1
395,manu chao,1
395,the strokes,1
395,the rolling stones,1
395,pearl jam,1
395,belle and sebastian,1
395,gotan project,1
395,jamiroquai,1
395,arctic monkeys,1
395,chico buarque,1
395,beastie boys,1
399,eminem,1
399,the game,1
399,staind,1
399,dope,1
399,godsmack,1
399,linkin park,1
399,onerepublic,1
399,jedi mind tricks,1
399,mudvayne,1
399,lifehouse,1
399,ludacris,1
399,akon,1
399,avril lavigne,1
399,afi,1
399,dmx,1
401,my dying bride,1
401,sirenia,1
401,therion,1
401,tristania,1
401,anathema,1
401,the gathering,1
401,a perfect circle,1
401,lacrimosa,1
401,muse,1
401,katatonia,1
401,the cure,1
401,apoptygma berzerk,1
401,paradise lost,1
401,theatre of tragedy,1
401,placebo,1
401,moonspell,1
401,agalloch,1
401,depeche mode,1
403,korpiklaani,1
403,angra,1
403,hammerfall,1
403,ayreon,1
403,eluveitie,1
403,gamma ray,1
403,nightwish,1
403,sonata arctica,1
403,black sabbath,1
403,dream theater,1
403,equilibrium,1
403,edguy,1
403,blind guardian,1
403,helloween,1
403,rhapsody of fire,1
403,amon amarth,1
403,jethro tull,1
403,black label society,1
403,enya,1
403,tenacious d,1
403,dio,1
403,kamelot,1
403,stratovarius,1
403,iron maiden,1
403,turisas,1
403,van halen,1
403,skid row,1
403,rush,1
403,iced earth,1
403,rainbow,1
404,yeah yeah yeahs,1
404,broken social scene,1
404,against me!,1
404,camera obscura,1
404,metric,1
404,cat power,1
404,death cab for cutie,1
404,stars,1
404,sufjan stevens,1
404,crystal castles,1
404,explosions in the sky,1
404,feist,1
404,the shins,1
404,lady gaga,1
404,amy winehouse,1
404,rancid,1
404,the album leaf,1
404,ani difranco,1
404,girl talk,1
404,lily allen,1
404,bright eyes,1
404,misfits,1
404,m. ward,1
404,bon iver,1
405,nine inch nails,1
405,mindless self indulgence,1
405,the faint,1
405,incubus,1
405,the dresden dolls,1
405,sneaker pimps,1
405,daft punk,1
405,ratatat,1
405,queen,1
405,modest mouse,1
408,bloc party,1
408,placebo,1
408,kings of convenience,1
408,kings of leon,1
408,billy joel,1
408,kent,1
408,feist,1
408,nada surf,1
408,pulp,1
408,josé gonzález,1
408,the bravery,1
408,james blunt,1
408,she wants revenge,1
408,pink floyd,1
409,the beatles,1
409,the beach boys,1
409,david bowie,1
409,queen,1
409,pink floyd,1
409,the rolling stones,1
409,blondie,1
409,tom petty and the heartbreakers,1
409,abba,1
409,the who,1
409,eric clapton,1
409,jefferson airplane,1
409,simon & garfunkel,1
409,deep purple,1
409,neil young,1
409,the doors,1
409,creedence clearwater revival,1
409,fleetwood mac,1
409,dire straits,1
409,lynyrd skynyrd,1
409,bob dylan,1
409,the kinks,1
409,eagles,1
409,the clash,1
409,aerosmith,1
409,the police,1
409,led zeppelin,1
409,electric light orchestra,1
409,jimi hendrix,1
410,system of a down,1
410,slayer,1
410,nightwish,1
410,the 69 eyes,1
410,lacuna coil,1
410,lacrimosa,1
410,dimmu borgir,1
410,apocalyptica,1
410,kamelot,1
410,alice cooper,1
410,lordi,1
410,tiamat,1
410,michael jackson,1
410,queen,1
410,epica,1
410,enya,1
410,paradise lost,1
410,tarja turunen,1
410,ac/dc,1
412,the doors,1
412,jefferson airplane,1
412,gotan project,1
412,four tet,1
412,grateful dead,1
413,happysad,1
413,metallica,1
413,the white stripes,1
413,hey,1
413,red hot chili peppers,1
413,the beatles,1
413,the gathering,1
413,blink-182,1
413,kult,1
413,radiohead,1
413,coma,1
413,motörhead,1
413,linkin park,1
413,eddie vedder,1
413,my chemical romance,1
413,panic at the disco,1
413,system of a down,1
413,green day,1
413,tool,1
413,queens of the stone age,1
413,pidżama porno,1
413,cat power,1
413,kings of leon,1
413,bruce springsteen,1
413,koЯn,1
413,guns n roses,1
413,muse,1
413,rise against,1
413,arctic monkeys,1
413,akurat,1
413,black sabbath,1
413,joy division,1
413,slipknot,1
413,porcupine tree,1
413,nirvana,1
413,rammstein,1
413,iron maiden,1
413,slayer,1
413,no doubt,1
413,foo fighters,1
413,gorillaz,1
413,rage against the machine,1
413,bob marley,1
413,placebo,1
413,the dresden dolls,1
414,the smashing pumpkins,1
414,u2,1
414,garbage,1
414,green day,1
414,pulp,1
414,bush,1
414,foo fighters,1
414,oasis,1
414,silverchair,1
414,hooverphonic,1
414,the police,1
414,goo goo dolls,1
414,the clash,1
415,nine inch nails,1
415,interpol,1
415,radiohead,1
415,placebo,1
415,arcade fire,1
415,tool,1
415,rammstein,1
415,beck,1
415,...and you will know us by the trail of dead,1
415,kraftwerk,1
415,skinny puppy,1
415,band of horses,1
415,queens of the stone age,1
415,the smashing pumpkins,1
415,ladytron,1
415,the national,1
415,deus,1
415,the dresden dolls,1
415,modest mouse,1
415,u2,1
415,the raconteurs,1
415,the chemical brothers,1
415,nirvana,1
415,doves,1
415,a perfect circle,1
415,blonde redhead,1
415,björk,1
415,jeff buckley,1
415,my morning jacket,1
415,death from above 1979,1
415,bright eyes,1
415,antony and the johnsons,1
415,elbow,1
415,the prodigy,1
415,kmfdm,1
415,at the drive-in,1
415,mew,1
415,marilyn manson,1
415,the cure,1
416,caetano veloso,1
416,nick drake,1
416,al green,1
416,air,1
416,the beatles,1
416,philip glass,1
416,frank sinatra,1
416,beirut,1
416,jeff buckley,1
416,santana,1
416,otis redding,1
416,coldplay,1
416,the beach boys,1
416,amy winehouse,1
416,yann tiersen,1
416,pink floyd,1
416,prince,1
417,def leppard,1
417,aerosmith,1
417,kiss,1
417,dio,1
417,sting,1
417,nirvana,1
417,the who,1
417,deep purple,1
417,the kinks,1
417,bob dylan,1
417,tracy chapman,1
417,pantera,1
417,ray charles,1
417,u2,1
